,title,headline
322,How to Talk to a Girl You Like for the First Time1,"##STEP##Make eye contact.,##STEP##Time it right.,##STEP##Start with a compliment.,##STEP##Keep the conversation moving.,##STEP##Instead, have a mental list of backup questions you can use if you stumble on an uncomfortable pause.,##STEP##Make her laugh (optional).,##STEP##Close the conversation early."
323,How to Talk to a Girl You Like for the First Time2,
324,How to Talk to a Girl You Like for the First Time3,
325,How to Talk to Girls as a Teen Boy,"##STEP##Have a cool approach.,##STEP##Open with a light topic.,##STEP##Get a feel for the girl's personality.,##STEP##Make small talk.,##STEP##Give the girl a subtle compliment.,##STEP##Ask some light questions.,##STEP##Make her laugh.,##STEP##Let her talk.,##STEP##Don't brag or show off.,##STEP##Let her see what makes you special.,##STEP##Play it cool.,##STEP##Know when it's time to leave.,##STEP##Leave her wanting more.,##STEP##Let her know you liked talking to her.,##STEP##Talk about when you'll get to talk to her again.,##STEP##Exit gracefully."
326,How to Tell a Girl You Like Her in a Letter1,"##STEP##Make a list of the things that you like about her.,##STEP##Begin organizing your feelings into a letter.,##STEP##Be honest with your feelings.,##STEP##Use some romantic style in your letter.,##STEP##Tell her you want to talk and would like to meet somewhere.,Avoid copying love quotes found online, as these usually end up sounding artificial.,##STEP##Thank her for taking the time to read the letter and let her know that if she doesn’t feel the same that it’s okay."
327,How to Talk to a Girl You Like,"##STEP##Develop your interests.,##STEP##Practice saying things out loud.,##STEP##Talk to girls.,##STEP##Stay prepared.,##STEP##Make your approach.,##STEP##Talk the talk.,##STEP##Keep the conversation going for a little while.,##STEP##Stay positive.,##STEP##Take the initiative.,##STEP##Ask for her number.,##STEP##Walk away."
328,How to Talk to the Girl Who Likes You,"##STEP##Be honest with yourself, first and foremost.,##STEP##Remember that she likes you.,##STEP##Choose rejection over regret.,##STEP##Just be yourself.,##STEP##Be honest when giving a compliment.,##STEP##Talk to her in the presence of her friends.,##STEP##Join a club or participate in an activity in which she is involved.,##STEP##Girls are human too.,##STEP##Say hi!"
329,How to Tell a Girl You Like Her in a Letter2,"##STEP##Read your first draft out loud to yourself at least five times.,##STEP##Check your spelling, especially her name.,##STEP##Make it neat."
330,How to Talk to a Girl at School (Boys),"##STEP##Stay calm.,##STEP##Smile.,##STEP##Greet her with a “hello”.,##STEP##Ask a favor.,##STEP##Ask a question.,##STEP##Make a small statement.,##STEP##Look your best.,##STEP##Try to make her comfortable.,##STEP##Focus on your positive attributes.,##STEP##Go easy on yourself.,##STEP##Speak assertively.,##STEP##Think positively.,##STEP##Find the best time to talk.,##STEP##Ask her about her day.,##STEP##Make her laugh.,##STEP##Find out more about her.,##STEP##Pay her a small compliment.,##STEP##Invite her to sit with you.,##STEP##Ask for her number."
331,How to Write a Good Love Song for Your Crush,"##STEP##Find a backing track.,##STEP##Write the melody yourself.,##STEP##Use a ghost melody to inspire the song.,##STEP##Start with a hook.,##STEP##Determine the rhyming structure.,##STEP##Put the choruses in order.,##STEP##Make the chorus memorable.,##STEP##Write down how you feel about your crush.,##STEP##Build on texts you’ve already written about your crush.,##STEP##Figure out the rhyming pattern.,##STEP##Make the verses personal and specific to your crush.,##STEP##Avoid cliche descriptions and details.,##STEP##Write the lyrics for the bridge.,##STEP##Switch up the melody in the bridge.,##STEP##Add the bridge to the song."
332,How to Tell Your Crush You Like Them1,"##STEP##Don't be disappointed if your crush doesn't share your feelings.,##STEP##Don't be weird about seeing your crush if you know they don't like you.,##STEP##Celebrate if your crush does like you."
333,How to Tell Your Crush You Like Them2,"##STEP##Look your best without being too obvious about it.,##STEP##Pick the right time and place to do it.,##STEP##Tell your crush that you want to talk about something.,##STEP##Make your crush feel comfortable by laughing or making a joke.,##STEP##Spit it out.,##STEP##Wait for a reaction."
334,How to Tell Your Crush You Like Them3,"##STEP##Tell your crush how you feel over the phone.,##STEP##Tell your crush how you feel with a cute note.,##STEP##Ask them on a casual date.,##STEP##Know what not to do."
335,How to Text Your Crush and Start a Conversation,"##STEP##Get your crush's phone number.,##STEP##Have a plan!,##STEP##Send your first text.,##STEP##Observe how your crush acts.,##STEP##Text your crush and ask, ""What did you think of school today?"",##STEP##Use holidays and celebrations as conversation starters.,##STEP##Ask questions about his or her family.,##STEP##Talk to your crush about his or her hobbies.,##STEP##Text something sympathetic.,##STEP##Take your time.,##STEP##Avoid racking up phone charges.,##STEP##Skip the abbreviations.,##STEP##Use emoticons with caution.,##STEP##Make sure your crush starts the conversation at some point."
336,How to Tell That Your Crush Likes You Back,"##STEP##Look at their body language when they're around you.,##STEP##Notice what information they give you.,##STEP##Pay attention to physical contact.,##STEP##Find out how often they look at you.,##STEP##Figure out their shyness around you.,##STEP##Notice how often they're around you.,##STEP##Find out how much they respect you.,##STEP##During class, eye contact during a conversation is very important, if he or she does this, they are paying full attention to you and only you in a crowd full of other kids or even friends.##STEP####STEP##"
337,How to Tell Your Crush You Like Them in a Note,"##STEP##Think of what you have to say, first.,##STEP##Gather up your supplies.,##STEP##Assemble your note.,##STEP##Write your note inside of the paper.,##STEP##Find out a way to give the note to your crush.,##STEP##Do NOT back out.,##STEP##Give them the note and wait for a reply.,##STEP##Brace yourself for rejection."
338,How to Tell Your Crush How You Really Feel,"##STEP##Talk to your crush alone.,##STEP##Keep it simple and friendly.,##STEP##Come out with what you want to say.,##STEP##Explain your feelings for your crush.,##STEP##Wait for your crush's response."
339,How to Tell Someone You Have Feelings for Them,"##STEP##Figure out your own feelings first.It's important to first ask yourself whether your feelings are really strong enough to warrant taking things to the next level.,##STEP##Consider your chances.,##STEP##Find out if your crush is already interested in somebody else.,##STEP##Check your crush for signs of attraction.Signs of attraction, whether conscious or unconscious, will usually shine through in a given interaction, even if it's just a friendship on the surface level so far.,##STEP##Make sure there are no outstanding issues in your current friendship.,##STEP##Make sure your lives are relatively stable.,##STEP##Dress your best.,##STEP##Use confident body language.Confident body language is a positive vicious cycle.,##STEP##Make a list of reasons why you would be great for your crush.,##STEP##Stay calm and upbeat.,##STEP##Ask your crush to meet up with you.,##STEP##Hang out casually.,##STEP##Make eye contact.Exhibiting all forms of positive, confident body language is an important trick when it comes to attracting someone, but nothing's quite as important as holding eye contact while you admit romantic feelings to your crush.,##STEP##Tell your crush how you feel.,##STEP##Express your feelings non-verbally.,##STEP##Express your intentions.,##STEP##Let your crush respond.,##STEP##Work damage control, if necessary."
340,How to Tell if He Likes You1,"##STEP##Notice how he talks to you.,##STEP##Notice what he talks about.,##STEP##See how he talks about other girls."
341,How to Win Your Crush Over to the Dance/Prom1,"##STEP##Before the big event comes up, make sure you have established a good relationship with your crush.,##STEP##Try one of the below methods on your crush."
342,How to Tell if Your Friend Likes You,"##STEP##You hang out most often, just the two of you.,##STEP##You see each other every day.,##STEP##Your hangouts are getting more intimate.,##STEP##You have lots of physical contact.,##STEP##You're receiving gifts.,##STEP##There's lots of flirting.,##STEP##You don't have any conversational limits.,##STEP##Your friend acts nervous around you.,##STEP##Your friend seems to dress up around you.,##STEP##Your friend gets jealous.,##STEP##You like your friend.,##STEP##Decide how you feel.,##STEP##Just ask.,##STEP##Ask your mutual friends for advice.,##STEP##Tell them how you feel.,##STEP##Spend some time apart, if you're uncomfortable."
343,How to Tell if He Likes You2,"##STEP##Notice his body language.,##STEP##Pay attention to the things he does for you.,##STEP##Study him in action with other girls.,##STEP##See if he’s always trying to hang out with you.,##STEP##Analyze your hang-out sessions.,##STEP##See if he flirts with you."
344,How to Tell if He Likes You3,"##STEP##Ask your friends what they think.,##STEP##If you’re feeling bold, ask his friends.,##STEP##Ask him yourself."
345,How to Win Your Crush Over to the Dance/Prom2,"##STEP##About a week or so before the dance/prom, text your crush to create a good, friendly conversation.,##STEP##After a few moments of exchanging texts, ask him/her to go to the dance with you at an appropriate time in the conversation while it's still good."
346,How to Win Your Crush Over to the Dance/Prom3,"##STEP##About two weeks or so before the prom/dance, construct a sweet, simple letter asking your crush to go out to the prom/dance with you.,##STEP##Decide whether you want to mail your crush the letter, hand it to him/her personally, or slip it into his/her locker or backpack.,##STEP##Wait for your crush's response."
